,nombre,precio,tipo,enlace,modelo,an,brand,prices.amountMax,prices.amountMin,prices.isSale
258,Nike Air Max Correlate,84.97$95,Calzado para mujer,https://www.nike.com/us/es/t/calzado-air-max-correlate-29Vjp0/511417-040,air max,2021,nike,95.0,84.97,True
259,Nike Air Force 1 Low By You,110,Calzado para mujer personalizado,https://www.nike.com/us/es/u/custom-nike-air-force-1-by-you-10001137/7210164843,others,2021,nike,110.0,110.0,False
260,Nike On Deck,25,Chancla para mujer,https://www.nike.com/us/es/t/chancla-on-deck-cB99q2/CU3959-004,others,2021,nike,25.0,25.0,False
261,Nike Air Max 96 II,160,Calzado para mujer,https://www.nike.com/us/es/t/calzado-air-max-96-2-R2NH1l/DA2230-100,air max,2021,nike,160.0,160.0,False
262,Nike Waffle One Crater,110,Calzado para hombre,https://www.nike.com/us/es/t/calzado-waffle-one-crater-v5WdB3/DC2650-200,others,2021,nike,110.0,110.0,False
263,Nike Phantom GT2 Academy Dynamic Fit IC,85,Calzado de fútbol para cancha cubierta,https://www.nike.com/us/es/t/calzado-de-fútbol-para-cancha-cubierta-phantom-gt2-academy-dynamic-fit-ic-pRGWmv/DM0720-003,others,2021,nike,85.0,85.0,False
264,Nike React Phantom Run Flyknit 2,140,Calzado de running en carretera para mujer,https://www.nike.com/us/es/t/calzado-de-running-para-carretera-react-phantom-run-flyknit-2-65fS2h/DO6698-001,others,2021,nike,140.0,140.0,False
265,Air Jordan 11 Retro,225,Calzado,https://www.nike.com/us/es/launch/r/AR0715-010,others,2021,nike,225.0,225.0,False
266,NikeCourt React Vapor NXT,160,Calzado de tenis para cancha dura para mujer,https://www.nike.com/us/es/t/calzado-de-tenis-para-cancha-dura-court-react-vapor-nxt-j4FPd1/CV0742-114,court tennis,2021,nike,160.0,160.0,False
267,Nike Air Max 2090 EOI,98.97$160,Calzado para hombre,https://www.nike.com/us/es/t/calzado-air-max-2090-eoi-hHt1X0/DA9357-100,air max,2021,nike,160.0,98.97,False
268,Nike Metcon 7 X,140,Calzado de entrenamiento para mujer,https://www.nike.com/us/es/t/calzado-de-entrenamiento-metcon-7-10-XjCqgh/DA9625-121,others,2021,nike,140.0,140.0,False
269,Nike React Infinity Pro,120,Calzado de golf,https://www.nike.com/us/es/t/calzado-de-golf-react-infinity-pro-6mPZ0C/CT6620-109,others,2021,nike,120.0,120.0,False
270,Nike Lahar Low,130,Calzado para mujer,https://www.nike.com/us/es/t/calzado-lahar-low-45P7Zd/DD0060-201,others,2021,nike,130.0,130.0,False
271,Nike SB Zoom Blazer Mid Premium,105,Calzado de skateboarding,https://www.nike.com/us/es/t/calzado-de-skateboarding-sb-zoom-blazer-mid-premium-Gw3b1K/DA8854-300,sb skate,2021,nike,105.0,105.0,False
272,Nike Air Force 1 Low Cozi By You,120,Calzado personalizado,https://www.nike.com/us/es/u/custom-nike-air-force-1-low-cozi-custom-shoe-10001134/5579082219,others,2021,nike,120.0,120.0,False
273,Nike Owaysis,55,Sandalias para mujer,https://www.nike.com/us/es/t/sandalias-owaysis-6DNSmH/CK9283-001,others,2021,nike,55.0,55.0,False
274,Nike SB BLZR Court Mid,70,Calzado de skateboarding,https://www.nike.com/us/es/t/calzado-de-skateboarding-sb-blzr-court-mid-gh1N9T/DC8901-101,sb skate,2021,nike,70.0,70.0,False
275,Nike Phantom GT2 Pro FG,130,Calzado de fútbol para terreno firme,https://www.nike.com/us/es/t/calzado-de-fútbol-para-terreno-firme-phantom-gt2-pro-fg-glb9j5/DA4432-167,others,2021,nike,130.0,130.0,False
276,Nike Tiempo Legend 8 Elite FG,230,Calzado de fútbol para terreno firme,https://www.nike.com/us/es/t/calzado-de-fútbol-para-terreno-firme-tiempo-legend-8-elite-fg-dvVX1D/AT5293-303,others,2021,nike,230.0,230.0,False
277,Nike Air Max 200,84.97$120,Calzado para mujer,https://www.nike.com/us/es/t/calzado-air-max-200-m5HSSn/AT6175-600,air max,2021,nike,120.0,84.97,False
278,Converse Chuck Taylor All Star High Top,60,Calzado,https://www.nike.com/us/es/t/calzado-converse-chuck-taylor-all-star-de-perfil-alto-xX439O/M9160-000,others,2021,nike,60.0,60.0,False
279,Nike Air Max Excee,100,Calzado para mujer,https://www.nike.com/us/es/t/calzado-air-max-excee-8Dcb6f/DM0837-500,air max,2021,nike,100.0,100.0,False
280,Nike Waffle Trainer 2,90,Calzado para mujer,https://www.nike.com/us/es/t/calzado-waffle-trainer-2-vfJxDb/DA8291-100,others,2021,nike,90.0,90.0,False
281,Nike Revolution 5,65,Calzado de running en carretera para mujer,https://www.nike.com/us/es/t/calzado-de-running-para-carretera-revolution-5-f9pTJz/BQ3207-604,others,2021,nike,65.0,65.0,False
282,Nike Alpha Huarache Elite 3 Turf,80,Calzado de softball para mujer,https://www.nike.com/us/es/t/calzado-de-softball-alpha-huarache-elite-3-turf-2RNm0R/CU8403-003,others,2021,nike,80.0,80.0,False
283,Nike Infinity G,70,Calzado de golf,https://www.nike.com/us/es/t/calzado-de-golf-infinity-g-dSQGPr/CT0531-101,others,2021,nike,70.0,70.0,False
284,Nike Metcon 6,130,Calzado de entrenamiento para mujer,https://www.nike.com/us/es/t/calzado-de-entrenamiento-metcon-6-FGMV9b/DJ3076-064,others,2021,nike,130.0,130.0,False
285,Nike Asuna,45,Chancla para mujer,https://www.nike.com/us/es/t/chancla-asuna-BKVfTf/CW9707-002,others,2021,nike,45.0,45.0,False
286,Nike Air Max 97,114.97$170,Calzado para mujer,https://www.nike.com/us/es/t/calzado-air-max-97-rQfXTS/DJ5999-001,air max,2021,nike,170.0,114.97,True
287,Nike Tiempo Legend 9 Academy MG,75,Calzado de fútbol para múltiples superficies,https://www.nike.com/us/es/t/calzado-de-fútbol-para-múltiples-superficies-tiempo-legend-9-academy-mg-jj4C4w/DA1174-176,others,2021,nike,75.0,75.0,False
288,Nike Air Zoom Infinity Tour,135.97$160,Calzado de golf (ancho),https://www.nike.com/us/es/t/calzado-de-golf-air-zoom-infinity-tour-Wn1tgQ/CT0541-108,others,2021,nike,160.0,135.97,True
289,Nike Alpha Huarache Elite 3 Low,90,Calzado de béisbol,https://www.nike.com/us/es/t/calzado-de-béisbol-alpha-huarache-elite-3-low-DtBrs3/CV3552-105,others,2021,nike,90.0,90.0,False
290,Nike Court Vision Low Premium,75,Calzado para mujer,https://www.nike.com/us/es/t/calzado-court-vision-low-premium-BL4KLW/DM0838-500,court tennis,2021,nike,75.0,75.0,False
291,Nike Bella Kai,30,Chancla para mujer,https://www.nike.com/us/es/t/chancla-bella-kai-ZzpVrK/AO3622-002,others,2021,nike,30.0,30.0,False
292,Nike WearAllDay,65,Calzado para mujer,https://www.nike.com/us/es/t/calzado-wearallday-knM7Ct/CJ1677-601,others,2021,nike,65.0,65.0,False
293,Nike ZoomX SuperRep Surge,119.97$140,Calzado de resistencia para mujer,https://www.nike.com/us/es/t/calzado-de-resistencia-zoomx-superrep-surge-JkM29C/DH2555-091,others,2021,nike,140.0,119.97,True
294,Nike Alpha Huarache 7 Pro TF,71.97$90,Calzado de lacrosse para césped deportivo,https://www.nike.com/us/es/t/calzado-de-lacrosse-para-césped-deportivo-alpha-huarache-7-pro-tf-5wxk5W/CJ0235-105,others,2021,nike,90.0,71.97,True
295,Nike ZoomX Vaporfly NEXT% 2 By You,265,Calzado de carrera para mujer,https://www.nike.com/us/es/u/custom-nike-vaporfly-next-2-by-you-10001099/5849435033,others,2021,nike,265.0,265.0,False
296,Kyrie Flytrap 4,90,Calzado de básquetbol,https://www.nike.com/us/es/t/calzado-de-básquetbol-kyrie-flytrap-4-0TKwJ7/CT1972-002,others,2021,nike,90.0,90.0,False
297,Nike ZoomX Dragonfly,150,Calzado de atletismo con clavos para media distancia,https://www.nike.com/us/es/t/calzado-de-atletismo-con-clavos-para-media-distancia-zoomx-dragonfly-g66K0K/DJ5255-100,others,2021,nike,150.0,150.0,False
298,Nike Blazer Low Vintage ’77 By You,105,Calzado personalizado,https://www.nike.com/us/es/u/custom-nike-blazer-low-77-vintage-by-you-10001138/3192509437,others,2021,nike,105.0,105.0,False
299,Nike Zoom Rival S 9,41.97$65,Calzado de clavos para carreras rápidas de pista y campo para mujer,https://www.nike.com/us/es/t/calzado-de-clavos-para-carreras-rápidas-de-pista-y-campo-zoom-rival-s-9-V4peyN/907565-008,others,2021,nike,65.0,41.97,True
300,Nike Phantom GT2 Club MG,55,Calzado de fútbol para terrenos múltiples,https://www.nike.com/us/es/t/calzado-de-fútbol-para-superficies-múltiples-phantom-gt2-club-mg-74ZB5F/DA5640-167,others,2021,nike,55.0,55.0,False
301,Nike Air Max 90 G,130,Calzado de golf,https://www.nike.com/us/es/t/calzado-de-golf-air-max-90-g-hxtVmz/CU9978-104,air max,2021,nike,130.0,130.0,False
302,Nike Zoom Superfly Elite 2,150,Calzado de clavos para carreras rápidas de pista y campo,https://www.nike.com/us/es/t/calzado-de-clavos-para-carreras-rápidas-de-pista-y-campo-zoom-superfly-elite-2-SfDGWH/DJ5391-100,others,2021,nike,150.0,150.0,False
303,Nike React Miler 2,130,Calzado de running de carretera para mujer,https://www.nike.com/us/es/t/calzado-de-running-en-carretera-react-miler-2-js2rqJ/CW7136-001,others,2021,nike,130.0,130.0,False
304,Nike Flex Run 2021,80,Calzado de running en carretera para mujer,https://www.nike.com/us/es/t/calzado-de-running-de-carretera-flex-run-2021-wjHkVD/CW3409-600,others,2021,nike,80.0,80.0,False
305,Nike Zoom Ja Fly 3,89.97$125,Calzado de clavos para carreras rápidas de pista y campo,https://www.nike.com/us/es/t/calzado-de-clavos-para-carreras-rápidas-de-pista-y-campo-zoom-ja-fly-3-WyTAmPOG/865633-800,others,2021,nike,125.0,89.97,False
306,Nike Zoom Rival D 10,65,Calzado de atletismo con clavos para media distancia,https://www.nike.com/us/es/t/calzado-de-atletismo-con-clavos-para-media-distancia-zoom-rival-500-10-vGJlzz/907566-406,others,2021,nike,65.0,65.0,False
307,Nike ACG Air Deschütz +,75,Sandalias,https://www.nike.com/us/es/t/sandalias-acg-air-deschutz-kpgKPr/DC9092-500,others,2021,nike,75.0,75.0,False
308,Jordan MA2,112.97$125,Calzado para mujer,https://www.nike.com/us/es/t/calzado-jordan-ma2-NTBqKg/CW5992-003,others,2021,nike,125.0,112.97,True
309,Nike Mercurial Superfly 8 Academy CR7 MG,90,Calzado de fútbol para superficies múltiples,https://www.nike.com/us/es/t/calzado-de-fútbol-para-superficies-múltiples-mercurial-superfly-8-academy-cr7-mg-QRXpB4/DB2854-600,others,2021,nike,90.0,90.0,False
310,Nike Air Max Bella TR 4,80,Calzado de entrenamiento para mujer,https://www.nike.com/us/es/t/calzado-de-entrenamiento-air-max-bella-tr-4-rwTZJ0/CW3398-002,air max,2021,nike,80.0,80.0,False
311,Nike Phantom GT2 Academy Dynamic Fit MG,85,Calzado de fútbol para terrenos múltiples,https://www.nike.com/us/es/t/calzado-de-fútbol-para-terrenos-múltiples-phantom-gt2-academy-dynamic-fit-mg-77PRZd/DM0719-003,others,2021,nike,85.0,85.0,False
312,Nike SB Bruin React T,100,Calzado de skateboarding,https://www.nike.com/us/es/t/calzado-de-skateboarding-sb-bruin-react-t-CQXCD3/CV5980-700,sb skate,2021,nike,100.0,100.0,False
313,Nike Air Max Motion 2,90,Calzado para mujer,https://www.nike.com/us/es/t/calzado-air-max-motion-2-PSzWbR/CW5594-100,air max,2021,nike,90.0,90.0,False
314,Nike Hyperdiamond 3 Keystone,26.97$40,Calzado de softball para mujer,https://www.nike.com/us/es/t/calzado-de-softbol-hyperdiamond-3-keystone-8FXHz7/AO7920-009,others,2021,nike,40.0,26.97,True
315,Nike Tanjun High Rise,69.97$85,Calzado para mujer,https://www.nike.com/us/es/t/calzado-tanjun-high-rise-wqktQD/AO0355-004,others,2021,nike,85.0,69.97,True
316,Converse Custom Chuck Taylor All Star High Top,80,Calzado unisex,https://www.nike.com/us/es/u/custom-converse-chuck-taylor-all-star-high-top-10001123/7623600336,others,2021,nike,80.0,80.0,False
317,Nike Mercurial Vapor 14 Club FG/MG,55,Calzado de fútbol para terrenos múltiples,https://www.nike.com/us/es/t/calzado-de-fútbol-para-terrenos-múltiples-mercurial-vapor-14-club-fg-mg-pdV3PR/CU5692-760,others,2021,nike,55.0,55.0,False
318,Nike Revolution 5 FlyEase,50.97$65,Calzado de running en carretera fácil de poner y quitar para mujer,https://www.nike.com/us/es/t/calzado-de-running-en-carretera-fácil-de-poner-y-quitar-revolution-5-flyease-cM4NkL/BQ3212-109,others,2021,nike,65.0,50.97,True
319,Nike Renew Serenity Run Premium,80,Calzado de running en carretera para mujer,https://www.nike.com/us/es/t/calzado-de-running-de-carretera-renew-serenity-run-premium-0wG40w/DC9010-601,others,2021,nike,80.0,80.0,False
320,Nike React Tiempo Legend 9 Pro TF,120,Calzado de fútbol para pasto sintético (turf),https://www.nike.com/us/es/t/calzado-de-fútbol-para-pasto-sintético-turf-react-tiempo-legend-9-pro-tf-p0Hh0D/DA1192-176,others,2021,nike,120.0,120.0,False
321,Nike OffCourt SE,45,Chancla para mujer,https://www.nike.com/us/es/t/chancla-offcourt-se-NJDfNf/DH4226-600,court tennis,2021,nike,45.0,45.0,False
322,Nike Tiempo Legend 9 Academy TF,75,Calzado de fútbol para pasto sintético (turf),https://www.nike.com/us/es/t/calzado-de-fútbol-para-pasto-sintético-turf-tiempo-legend-9-academy-tf-bvhZ4V/DA1191-004,others,2021,nike,75.0,75.0,False
323,Nike Zoom Victory 5 XC,110,Calzado de clavos para distancia de pista y campo,https://www.nike.com/us/es/t/calzado-de-clavos-para-distancia-de-pista-y-campo-zoom-victory-5-90-BbCbrq/AJ0847-701,others,2021,nike,110.0,110.0,False
324,Nike Air VaporMax Plus,200,Calzado para mujer,https://www.nike.com/us/es/t/calzado-air-vapormax-plus-xbt7zf/DM8327-600,others,2021,nike,200.0,200.0,False
325,Nike Run Swift 2,70,Calzado de running en carretera para mujer,https://www.nike.com/us/es/t/calzado-de-running-para-carretera-run-swift-2-L8Whb1/CU3528-600,others,2021,nike,70.0,70.0,False
326,Nike Phantom GT Academy AG,63.97$80,Calzado de fútbol para pasto sintético,https://www.nike.com/us/es/t/calzado-de-fútbol-para-césped-artificial-phantom-gt-academy-ag-wdQGpR/CK8456-060,others,2021,nike,80.0,63.97,True
327,Nike Run Swift 2,70,Calzado de running en carretera para mujer,https://www.nike.com/us/es/t/calzado-de-running-para-carretera-run-swift-2-fPThPB/CV0568-004,others,2021,nike,70.0,70.0,False
328,LeBron Witness 6,100,Calzado de básquetbol,https://www.nike.com/us/es/t/calzado-de-básquetbol-lebron-witness-6-HXbMw7/CZ4052-002,others,2021,nike,100.0,100.0,False
329,Nike Air Max 90 Premium,93.97$130,Calzado para mujer,https://www.nike.com/us/es/t/calzado-air-max-90-premium-F2W2MJ/CT1891-500,air max,2021,nike,130.0,93.97,False
330,Nike Phantom GT2 Club MG,55,Calzado de fútbol para terrenos múltiples,https://www.nike.com/us/es/t/calzado-de-fútbol-para-terrenos-múltiples-phantom-gt2-club-mg-cSw9KX/DM0730-003,others,2021,nike,55.0,55.0,False
331,Nike Pole Vault Elite,120,Calzado de clavos para salto y atletismo,https://www.nike.com/us/es/t/calzado-de-clavos-para-salto-y-atletismo-pole-vault-elite-z6w0XQ/AA1204-700,others,2021,nike,120.0,120.0,False
332,PG 5 By You,130,Calzado de básquetbol personalizado,https://www.nike.com/us/es/u/custom-pg-5-by-you-10001016/4352239955,others,2021,nike,130.0,130.0,False
333,Nike React Infinity Pro,120,Calzado de golf (ancho),https://www.nike.com/us/es/t/calzado-de-golf-react-infinity-pro-fPmm2x/CT6621-004,others,2021,nike,120.0,120.0,False
334,Nike Blazer Mid '77 Cozi By Kyler Murray ,130,Calzado personalizado,https://www.nike.com/us/es/u/custom-nike-blazer-77-cozi-by-you-10001148/7588376783,others,2021,nike,130.0,130.0,False
335,Nike React Infinity Run Flyknit 2,111.97$165,Calzado de running en carretera para mujer,https://www.nike.com/us/es/t/calzado-de-running-en-carretera-react-infinity-run-flyknit-2-hm0MHL/DM8073-600,others,2021,nike,165.0,111.97,True
336,Nike React Art3mis,120,Calzado para mujer,https://www.nike.com/us/es/t/calzado-react-art3mis-R17NVj/CN8203-800,others,2021,nike,120.0,120.0,False
337,Nike React Infinity Run Flyknit 2 By You,180,Calzado de running en carretera para mujer,https://www.nike.com/us/es/u/custom-nike-react-infinity-run-flyknit-2-by-you-10001142/7915196483,others,2021,nike,180.0,180.0,False
338,Nike Court Legacy,55,Calzado tipo zueco para mujer,https://www.nike.com/us/es/t/calzado-tipo-zueco-court-legacy-qXb599/DM7190-211,court tennis,2021,nike,55.0,55.0,False
339,Nike Victori One,30,Chancla para mujer,https://www.nike.com/us/es/t/chancla-victori-one-wFrxKp/DD0228-100,others,2021,nike,30.0,30.0,False
340,Nike Air Zoom Tempo NEXT%,200,Calzado de running en carretera para mujer,https://www.nike.com/us/es/t/calzado-de-running-para-carretera-air-zoom-tempo-next-ZWMnV0/CI9924-300,others,2021,nike,200.0,200.0,False
341,Nike Tiempo Legend 9 Academy IC,75,Calzado de fútbol para cancha cubierta,https://www.nike.com/us/es/t/calzado-de-fútbol-para-cancha-cubierta-tiempo-legend-9-academy-ic-hc5v4g/DA1190-107,others,2021,nike,75.0,75.0,False
342,Nike Air Max 90,120,Calzado para mujer,https://www.nike.com/us/es/t/calzado-air-max-90-g5nqKN/DH0250-100,air max,2021,nike,120.0,120.0,False
343,Zion 1,120,Calzado de básquetbol,https://www.nike.com/us/es/t/calzado-de-básquetbol-zion-1-bJ0hLJ/DA3130-400,others,2021,nike,120.0,120.0,False
344,Nike Ace Summerlite,100,Calzado de golf para mujer,https://www.nike.com/us/es/t/calzado-de-golf-ace-summerlite-lMrfQv/DA4117-001,others,2021,nike,100.0,100.0,False
345,Converse Chuck Taylor All Star de perfil bajo,55,Calzado unisex,https://www.nike.com/us/es/t/calzado-converse-chuck-taylor-all-star-de-perfil-bajo-NLRAok/M9697-410,others,2021,nike,55.0,55.0,False
346,Nike Alpha Huarache 7 Pro,79.97$100,Calzado de lacrosse,https://www.nike.com/us/es/t/calzado-de-lacrosse-alpha-huarache-7-pro-sQKVJW/CJ0265-106,others,2021,nike,100.0,79.97,False
347,Nike Alpha Huarache 8 Pro,100,Calzado de Lacrosse,https://www.nike.com/us/es/t/calzado-de-lacrosse-alpha-huarache-8-pro-fQttsB/CW4439-100,others,2021,nike,100.0,100.0,False
348,Nike Triple Jump Elite,125,Calzado de salto unisex,https://www.nike.com/us/es/t/calzado-de-salto-triple-jump-elite-NkgqNb/705394-101,others,2021,nike,125.0,125.0,False
349,Nike Air Vapormax 2020 Flyknit,220,Calzado para mujer,https://www.nike.com/us/es/t/calzado-air-vapormax-2020-flyknit-CQLbRH/CT1933-002,others,2021,nike,220.0,220.0,False
350,Nike Air Max Furyosa,160,Calzado para mujer,https://www.nike.com/us/es/t/calzado-air-max-furyosa-cB0194/CZ4149-400,air max,2021,nike,160.0,160.0,False
351,Nike Blazer Mid '77 Cozi By Derrick Henry,130,Calzado personalizado,https://www.nike.com/us/es/u/custom-nike-blazer-77-cozi-by-you-10001149/4717752363,others,2021,nike,130.0,130.0,False
352,Nike Zoom Rival XC 5,65,Calzado de atletismo con clavos para media distancia,https://www.nike.com/us/es/t/calzado-de-clavos-para-distancia-de-pista-y-campo-zoom-rival-90-5-HR9ZQT/CZ1795-102,others,2021,nike,65.0,65.0,False
353,Nike Waffle Racer 2X,60.97$100,Calzado para mujer,https://www.nike.com/us/es/t/calzado-waffle-racer-2x-f70J31/DC4467-100,racing,2021,nike,100.0,60.97,False
354,Nike Air Zoom Maxfly,180,Calzado de clavos para carreras rápidas de pista y campo,https://www.nike.com/us/es/t/calzado-de-clavos-para-carreras-rápidas-de-pista-y-campo-air-zoom-maxfly-KZQNS6/DJ5261-100,others,2021,nike,180.0,180.0,False
355,Nike Hyperdiamond 4 Elite,90,Calzado de softball para mujer,https://www.nike.com/us/es/t/calzado-de-softball-hyperdiamond-4-elite-pPwLtg/CZ5917-004,others,2021,nike,90.0,90.0,False
356,Nike Air Max Terrascape 90,140,Calzado para mujer,https://www.nike.com/us/es/t/calzado-air-max-terrascape-90-sgTXt1/DC9450-100,air max,2021,nike,140.0,140.0,False
357,Nike Zoom Rival D 10,48.97$65,Calzado de atletismo con clavos para media distancia,https://www.nike.com/us/es/t/calzado-de-atletismo-con-clavos-para-media-distancia-zoom-rival-500-10-V32GbO/907566-100,others,2021,nike,65.0,48.97,True
358,Nike Air Max 90,120,Calzado para hombre,https://www.nike.com/us/es/t/calzado-air-max-90-WbsfnZ/CZ7918-600,air max,2021,nike,120.0,120.0,False
359,Nike Air Zoom Vomero 16,150,Calzado de running en carretera para mujer (ancho),https://www.nike.com/us/es/t/calzado-de-running-en-carretera-air-zoom-vomero-16-3kD3Jh/DA7700-001,others,2021,nike,150.0,150.0,False
360,Nike Phantom GT2 Pro Dynamic Fit FG,150,Calzado de fútbol para terreno firme,https://www.nike.com/us/es/t/calzado-de-fútbol-para-terreno-firme-phantom-gt2-pro-dynamic-fit-fg-MVcTKP/DC0759-004,others,2021,nike,150.0,150.0,False
361,Nike Pegasus Trail 2,130,Calzado de trail running para mujer,https://www.nike.com/us/es/t/calzado-de-trail-running-pegasus-trail-2-JNVF2M/CK4309-002,others,2021,nike,130.0,130.0,False
362,Nike SB Adversary Premium,80,Calzado de skateboarding,https://www.nike.com/us/es/t/calzado-de-skateboarding-sb-adversary-premium-CpnVlz/CW7456-005,sb skate,2021,nike,80.0,80.0,False
363,Nike Blazer Mid '77 Cozi By Josh Allen,130,Calzado personalizado,https://www.nike.com/us/es/u/custom-nike-blazer-77-cozi-by-you-10001150/3993218059,others,2021,nike,130.0,130.0,False
364,Nike Quest 4 Premium,75,Calzado de running en carretera para mujer,https://www.nike.com/us/es/t/calzado-de-running-para-carretera-quest-4-premium-wGLJxQ/DA8723-002,others,2021,nike,75.0,75.0,False
365,Nike Mercurial Vapor 14 Academy By You,100,Calzado de fútbol personalizado,https://www.nike.com/us/es/u/custom-nike-mercurial-vapor-14-academy-by-you-10001027/5734218312,others,2021,nike,100.0,100.0,False
366,Nike React Infinity Run Flyknit 2,160,Calzado de running en carretera para mujer,https://www.nike.com/us/es/t/calzado-de-running-en-carretera-react-infinity-run-flyknit-2-xkC78v/DJ5932-001,others,2021,nike,160.0,160.0,False
367,Nike Internationalist By You,110,Calzado para mujer personalizado,https://www.nike.com/us/es/u/custom-nike-internationalist-low-by-you-10000979/2630734848,others,2021,nike,110.0,110.0,False
368,Nike Classic Cortez,75,Calzado para mujer,https://www.nike.com/us/es/t/calzado-classic-cortez-pvTlepy3/807471-103,others,2021,nike,75.0,75.0,False
369,Nike Zoom HyperAce 2,115,Calzado de vóleibol para mujer,https://www.nike.com/us/es/t/calzado-de-vóleibol-zoom-hyperace-2-KlrjdK/AA0286-106,others,2021,nike,115.0,115.0,False
370,Nike Air Force 1 Low Cozi By You,120,Calzado personalizado,https://www.nike.com/us/es/u/custom-nike-air-force-1-low-cozi-custom-shoe-10001135/8731892241,others,2021,nike,120.0,120.0,False
371,Nike Mercurial Superfly 8 Club KM IC,70,Calzado de fútbol para cancha cubierta,https://www.nike.com/us/es/t/calzado-de-fútbol-para-cancha-cubierta-mercurial-superfly-8-club-km-ic-Pc8NNj/DB2863-506,others,2021,nike,70.0,70.0,False
372,Nike Zoom Victory Waffle 5,110,Calzado de atletismo con clavos para media distancia,https://www.nike.com/us/es/t/calzado-de-atletismo-con-clavos-para-media-distancia-zoom-victory-waffle-5-X6j0jx/AJ0846-701,others,2021,nike,110.0,110.0,False
373,Kyrie 7 By You,150,Calzado de básquetbol personalizado,https://www.nike.com/us/es/u/custom-kyrie-7-by-you-10001075/3062461965,others,2021,nike,150.0,150.0,False
374,Nike Alpha Huarache 8 Elite,130,Calzado de Lacrosse,https://www.nike.com/us/es/t/calzado-de-lacrosse-alpha-huarache-8-elite-s6FTxq/CW4440-100,others,2021,nike,130.0,130.0,False
375,Air Jordan 1 Acclimate,150,Calzado para mujer,https://www.nike.com/us/es/t/calzado-air-jordan-1-acclimate-sdD2ZS/DC7723-001,others,2021,nike,150.0,150.0,False
376,Nike Offcourt Duo,45,Chancla para mujer,https://www.nike.com/us/es/t/chancla-offcourt-duo-Wkqb4t/DM2340-500,court tennis,2021,nike,45.0,45.0,False
377,Nike Blazer Low SE,56.97$85,Calzado para mujer,https://www.nike.com/us/es/t/calzado-blazer-low-se-mJ4tKR/DA4934-400,others,2021,nike,85.0,56.97,True
378,Nike Flex TR 9,39.97$70,Calzado de entrenamiento para mujer,https://www.nike.com/us/es/t/calzado-de-entrenamiento-flex-tr-9-p8xxrj/AQ7491-002,others,2021,nike,70.0,39.97,True
379,Nike Air Max 95 By You,180,Calzado para mujer personalizado,https://www.nike.com/us/es/u/custom-nike-air-max-95-by-you-10001041/5568803190,air max,2021,nike,180.0,180.0,False
380,NikeCourt Lite 2,65,Calzado de tenis de cancha dura para mujer,https://www.nike.com/us/es/t/calzado-de-tenis-en-cancha-dura-court-lite-2-7xRJLc/AR8838-116,court tennis,2021,nike,65.0,65.0,False
381,Nike React Tiempo Legend 9 Pro IC,120,Calzado de fútbol para cancha cubierta,https://www.nike.com/us/es/t/calzado-de-fútbol-para-cancha-cubierta-react-tiempo-legend-9-pro-ic-JjRFg1/DA1183-107,others,2021,nike,120.0,120.0,False
382,Nike Phantom GT2 Academy TF,80,Calzado de fútbol para pasto sintético (turf),https://www.nike.com/us/es/t/calzado-de-fútbol-para-pasto-sintético-turf-phantom-gt2-academy-tf-QQ4lrX/DC0803-004,others,2021,nike,80.0,80.0,False
383,Nike Metcon 7 FlyEase,130,Calzado de entrenamiento,https://www.nike.com/us/es/t/calzado-de-entrenamiento-metcon-7-flyease-qV6K4j/DH3344-010,others,2021,nike,130.0,130.0,False
