,an,brand,modelo,prices.amountMax,prices.amountMin,prices.isSale
8563,2018,nike,others,65.0,54.99,False
8564,2018,nike,others,30.0,30.0,False
8565,2018,nike,others,30.0,30.0,False
8566,2018,nike,others,30.0,24.99,False
8567,2018,nike,others,30.0,30.0,False
8568,2018,nike,others,30.0,30.0,False
8569,2018,nike,others,30.0,24.99,False
8570,2018,nike,others,30.0,24.99,False
8571,2018,nike,others,30.0,30.0,False
8572,2018,nike,others,30.0,24.99,False
8573,2018,nike,others,30.0,30.0,False
8574,2018,nike,others,30.0,24.99,False
8575,2018,nike,others,30.0,24.99,False
8576,2018,nike,others,30.0,30.0,False
8577,2018,nike,others,30.0,24.99,False
8578,2018,nike,others,30.0,24.99,False
8579,2018,nike,others,30.0,24.99,False
8580,2018,nike,others,30.0,30.0,False
8639,2018,nike,air max,85.0,85.0,False
8640,2018,nike,air max,85.0,63.75,False
8641,2018,nike,air max,85.0,63.75,False
8642,2018,nike,air max,85.0,85.0,False
8643,2018,nike,air max,85.0,63.75,False
8644,2018,nike,air max,85.0,85.0,False
8645,2018,nike,air max,85.0,63.75,False
8646,2018,nike,air max,85.0,85.0,False
8647,2018,nike,air max,85.0,85.0,False
8648,2018,nike,air max,85.0,85.0,False
8649,2018,nike,air max,85.0,63.75,False
8650,2018,nike,air max,85.0,85.0,False
8651,2018,nike,air max,85.0,85.0,False
8652,2018,nike,air max,85.0,85.0,False
8653,2018,nike,air max,85.0,85.0,False
8654,2018,nike,air max,85.0,85.0,False
8655,2018,nike,air max,85.0,63.75,False
8656,2018,nike,air max,85.0,85.0,False
8657,2018,nike,air max,85.0,63.75,False
8658,2018,nike,air max,85.0,63.75,False
8659,2018,nike,air max,85.0,85.0,False
8660,2018,nike,air max,85.0,63.75,False
8661,2018,nike,air max,85.0,85.0,False
8662,2018,nike,air max,85.0,63.75,False
8663,2018,nike,air max,85.0,85.0,False
8664,2018,nike,air max,85.0,85.0,False
8665,2018,nike,air max,85.0,63.75,False
8666,2018,nike,air max,85.0,63.75,False
8667,2018,nike,air max,85.0,85.0,False
8668,2018,nike,air max,85.0,63.75,False
8669,2018,nike,air max,85.0,63.75,False
8670,2018,nike,air max,85.0,85.0,False
8671,2018,nike,air max,85.0,85.0,False
8672,2018,nike,air max,85.0,85.0,False
8673,2018,nike,air max,85.0,85.0,False
9787,2018,nike,pegasus,109.95,82.46,True
9788,2018,nike,pegasus,109.95,82.46,True
9789,2018,nike,pegasus,109.95,82.46,True
9790,2018,nike,pegasus,109.95,82.46,True
9791,2018,nike,pegasus,109.95,82.46,True
9792,2018,nike,pegasus,109.95,82.46,True
9793,2018,nike,pegasus,109.95,82.46,True
9807,2018,nike,others,74.95,48.72,True
9808,2018,nike,lunar running,119.95,89.96,True
9809,2018,nike,lunar running,119.95,89.96,True
9810,2018,nike,lunar running,159.95,95.97,True
9811,2018,nike,lunar running,159.95,95.97,True
9812,2018,nike,others,99.95,99.95,False
9813,2018,nike,others,99.95,99.95,False
9814,2018,nike,others,99.95,99.95,False
9998,2018,nike,az structure,119.95,89.96,True
0,2021,nike,others,90.0,90.0,False
1,2021,nike,others,100.0,100.0,False
2,2021,nike,pegasus,120.0,120.0,False
3,2021,nike,others,180.0,180.0,False
4,2021,nike,others,110.0,110.0,False
5,2021,nike,others,110.0,110.0,False
6,2021,nike,others,110.0,110.0,False
7,2021,nike,air max,150.0,150.0,False
8,2021,nike,others,120.0,120.0,False
9,2021,nike,others,200.0,200.0,False
10,2021,nike,pegasus,130.0,130.0,False
11,2021,nike,others,140.0,140.0,False
12,2021,nike,others,100.0,100.0,False
13,2021,nike,others,275.0,275.0,False
14,2021,nike,others,250.0,250.0,False
15,2021,nike,others,95.0,95.0,False
16,2021,nike,others,110.0,110.0,False
17,2021,nike,others,30.0,30.0,False
18,2021,nike,others,100.0,100.0,False
19,2021,nike,others,130.0,130.0,False
20,2021,nike,others,75.0,75.0,False
21,2021,nike,others,120.0,120.0,False
22,2021,nike,others,110.0,110.0,False
23,2021,nike,others,130.0,130.0,False
24,2021,nike,others,35.0,35.0,False
25,2021,nike,others,110.0,110.0,False
26,2021,nike,others,110.0,110.0,False
27,2021,nike,others,55.0,55.0,False
28,2021,nike,others,120.0,120.0,False
29,2021,nike,others,100.0,100.0,False
30,2021,nike,others,160.0,160.0,False
31,2021,nike,others,140.0,140.0,False
32,2021,nike,air max,160.0,160.0,False
33,2021,nike,air max,160.0,160.0,False
34,2021,nike,others,130.0,130.0,False
35,2021,nike,others,110.0,110.0,False
36,2021,nike,air max,180.0,180.0,False
37,2021,nike,air max,180.0,180.0,False
38,2021,nike,others,100.0,100.0,False
39,2021,nike,others,160.0,160.0,False
40,2021,nike,others,140.0,140.0,False
41,2021,nike,others,120.0,120.0,False
42,2021,nike,others,95.0,95.0,False
43,2021,nike,others,120.0,120.0,False
44,2021,nike,court tennis,55.0,55.0,False
45,2021,nike,others,95.0,95.0,False
46,2021,nike,others,120.0,120.0,False
47,2021,nike,others,110.0,110.0,False
48,2021,nike,others,110.0,110.0,False
49,2021,nike,air max,80.0,80.0,False
50,2021,nike,others,160.0,160.0,False
51,2021,nike,others,100.0,100.0,False
52,2021,nike,others,120.0,120.0,False
53,2021,nike,others,100.0,100.0,False
54,2021,nike,others,150.0,150.0,False
55,2021,nike,court tennis,80.0,80.0,False
56,2021,nike,others,85.0,85.0,False
57,2021,nike,others,65.0,65.0,False
58,2021,nike,others,130.0,130.0,False
59,2021,nike,in-season,75.0,75.0,False
60,2021,nike,others,100.0,100.0,False
61,2021,nike,court tennis,60.0,60.0,False
62,2021,nike,others,300.0,300.0,False
63,2021,nike,court tennis,80.0,80.0,False
64,2021,nike,others,110.0,110.0,False
65,2021,nike,court tennis,40.0,40.0,False
66,2021,nike,others,65.0,65.0,False
67,2021,nike,others,100.0,100.0,False
68,2021,nike,others,150.0,150.0,False
69,2021,nike,sb skate,75.0,75.0,False
70,2021,nike,others,110.0,110.0,False
71,2021,nike,others,120.0,78.97,False
72,2021,nike,others,55.0,55.0,False
73,2021,nike,others,90.0,90.0,False
74,2021,nike,others,100.0,100.0,False
75,2021,nike,sb skate,75.0,75.0,False
76,2021,nike,court tennis,75.0,75.0,False
77,2021,nike,others,85.0,85.0,False
78,2021,nike,others,120.0,120.0,False
79,2021,nike,others,85.0,85.0,False
80,2021,nike,pegasus,130.0,130.0,False
81,2021,nike,others,275.0,275.0,False
82,2021,nike,others,80.0,80.0,False
83,2021,nike,others,85.0,85.0,False
84,2021,nike,others,250.0,250.0,False
85,2021,nike,others,80.0,80.0,False
86,2021,nike,others,85.0,85.0,False
87,2021,nike,others,80.0,80.0,False
88,2021,nike,others,100.0,100.0,False
89,2021,nike,others,250.0,250.0,False
90,2021,nike,others,275.0,275.0,False
91,2021,nike,others,85.0,85.0,False
92,2021,nike,others,110.0,110.0,False
93,2021,nike,air max,130.0,97.97,False
94,2021,nike,others,110.0,110.0,False
95,2021,nike,others,85.0,85.0,False
96,2021,nike,court tennis,65.0,65.0,False
97,2021,nike,air max,90.0,58.97,True
98,2021,nike,others,140.0,140.0,False
99,2021,nike,others,60.0,43.97,True
100,2021,nike,in-season,75.0,59.97,True
101,2021,nike,racing,100.0,64.97,False
102,2021,nike,others,90.0,90.0,False
103,2021,nike,court tennis,75.0,75.0,False
104,2021,nike,others,230.0,207.97,True
105,2021,nike,sb skate,85.0,85.0,False
106,2021,nike,sb skate,85.0,85.0,False
107,2021,nike,sb skate,95.0,95.0,False
108,2021,nike,sb skate,105.0,105.0,False
109,2021,nike,others,40.0,27.97,True
110,2021,nike,sb skate,60.0,60.0,False
111,2021,nike,others,110.0,110.0,False
112,2021,nike,others,80.0,80.0,False
113,2021,nike,others,180.0,180.0,False
114,2021,nike,others,100.0,100.0,False
115,2021,nike,others,80.0,80.0,False
116,2021,nike,others,60.0,54.97,True
117,2021,nike,court tennis,135.0,135.0,False
118,2021,nike,sb skate,75.0,75.0,False
119,2021,nike,others,80.0,80.0,False
120,2021,nike,others,65.0,65.0,False
121,2021,nike,others,80.0,72.97,True
122,2021,nike,others,110.0,110.0,False
123,2021,nike,others,90.0,84.97,True
124,2021,nike,air max,140.0,98.97,False
125,2021,nike,others,85.0,85.0,False
126,2021,nike,others,140.0,101.97,True
127,2021,nike,others,65.0,55.97,True
128,2021,nike,others,100.0,100.0,False
129,2021,nike,others,70.0,50.97,True
130,2021,nike,others,65.0,65.0,False
131,2021,nike,others,50.0,50.0,False
132,2021,nike,sb skate,60.0,60.0,False
133,2021,nike,others,60.0,60.0,False
134,2021,nike,others,65.0,65.0,False
135,2021,nike,court tennis,120.0,120.0,False
136,2021,nike,others,160.0,160.0,False
137,2021,nike,others,80.0,80.0,False
138,2021,nike,others,120.0,120.0,False
139,2021,nike,sb skate,100.0,100.0,False
140,2021,nike,others,130.0,130.0,False
141,2021,nike,others,140.0,140.0,False
142,2021,nike,others,130.0,130.0,False
143,2021,nike,az winflo,90.0,79.97,True
144,2021,nike,air max,140.0,140.0,False
145,2021,nike,others,130.0,130.0,False
146,2021,nike,az winflo,90.0,90.0,False
147,2021,nike,az structure,120.0,120.0,False
148,2021,nike,others,140.0,140.0,False
149,2021,nike,others,80.0,80.0,False
150,2021,nike,others,130.0,130.0,False
151,2021,nike,others,150.0,119.97,True
152,2021,nike,others,120.0,120.0,False
153,2021,nike,air max,90.0,90.0,False
154,2021,nike,flex experience,65.0,54.97,True
155,2021,nike,sb skate,65.0,65.0,False
156,2021,nike,others,110.0,110.0,False
157,2021,nike,sb skate,80.0,80.0,False
158,2021,nike,others,110.0,110.0,False
159,2021,nike,others,150.0,150.0,False
160,2021,nike,others,110.0,110.0,False
161,2021,nike,others,65.0,59.97,True
162,2021,nike,others,70.0,70.0,False
163,2021,nike,sb skate,80.0,69.97,True
164,2021,nike,others,150.0,150.0,False
165,2021,nike,others,130.0,130.0,False
166,2021,nike,others,75.0,75.0,False
167,2021,nike,court tennis,140.0,140.0,False
168,2021,nike,court tennis,35.0,35.0,False
169,2021,nike,others,70.0,70.0,False
170,2021,nike,others,65.0,65.0,False
171,2021,nike,air max,190.0,190.0,False
172,2021,nike,air max,150.0,150.0,False
173,2021,nike,others,140.0,140.0,False
174,2021,nike,others,110.0,110.0,False
175,2021,nike,pegasus,165.0,165.0,False
176,2021,nike,others,100.0,100.0,False
177,2021,nike,others,110.0,110.0,False
178,2021,nike,others,140.0,140.0,False
179,2021,nike,others,160.0,160.0,False
180,2021,nike,others,275.0,223.97,True
181,2021,nike,others,80.0,80.0,False
182,2021,nike,racing,100.0,100.0,False
183,2021,nike,others,200.0,142.97,True
184,2021,nike,others,100.0,100.0,False
185,2021,nike,others,65.0,65.0,False
186,2021,nike,pegasus,140.0,140.0,False
187,2021,nike,air max,90.0,90.0,False
188,2021,nike,court tennis,80.0,80.0,False
189,2021,nike,others,200.0,200.0,False
190,2021,nike,others,130.0,130.0,False
191,2021,nike,others,120.0,72.97,False
192,2021,nike,lunar running,75.0,75.0,False
193,2021,nike,others,100.0,85.97,False
194,2021,nike,others,18.0,18.0,False
195,2021,nike,others,270.0,270.0,False
196,2021,nike,others,65.0,65.0,False
197,2021,nike,others,295.0,295.0,False
198,2021,nike,others,100.0,100.0,False
199,2021,nike,others,100.0,72.97,False
200,2021,nike,others,270.0,270.0,False
201,2021,nike,others,80.0,80.0,False
202,2021,nike,others,100.0,100.0,False
203,2021,nike,others,280.0,280.0,False
204,2021,nike,others,150.0,150.0,False
205,2021,nike,others,200.0,200.0,False
206,2021,nike,air max,170.0,170.0,False
207,2021,nike,others,120.0,120.0,False
208,2021,nike,others,250.0,250.0,False
209,2021,nike,others,180.0,180.0,False
210,2021,nike,pegasus,130.0,130.0,False
211,2021,nike,others,130.0,130.0,False
212,2021,nike,others,160.0,160.0,False
213,2021,nike,others,280.0,280.0,False
214,2021,nike,sb skate,80.0,80.0,False
215,2021,nike,others,70.0,70.0,False
216,2021,nike,others,230.0,230.0,False
217,2021,nike,others,160.0,103.97,True
218,2021,nike,others,150.0,150.0,False
219,2021,nike,others,80.0,80.0,False
220,2021,nike,air max,130.0,130.0,False
221,2021,nike,others,70.0,70.0,False
222,2021,nike,others,180.0,180.0,False
223,2021,nike,others,65.0,53.97,True
224,2021,nike,others,65.0,31.97,True
225,2021,nike,others,150.0,150.0,False
226,2021,nike,pegasus,120.0,120.0,False
227,2021,nike,others,200.0,200.0,False
228,2021,nike,others,90.0,90.0,False
229,2021,nike,sb skate,70.0,70.0,False
230,2021,nike,others,150.0,150.0,False
231,2021,nike,court tennis,150.0,150.0,False
232,2021,nike,others,160.0,144.97,True
233,2021,nike,others,90.0,90.0,False
234,2021,nike,others,80.0,80.0,False
235,2021,nike,others,24.0,19.97,True
236,2021,nike,others,120.0,95.97,False
237,2021,nike,court tennis,60.0,60.0,False
238,2021,nike,others,100.0,100.0,False
239,2021,nike,others,90.0,90.0,False
240,2021,nike,others,150.0,150.0,False
241,2021,nike,others,40.0,40.0,False
242,2021,nike,others,110.0,110.0,False
243,2021,nike,others,65.0,65.0,False
244,2021,nike,air max,150.0,150.0,False
245,2021,nike,others,120.0,120.0,False
246,2021,nike,others,60.0,60.0,False
247,2021,nike,others,110.0,110.0,False
248,2021,nike,others,140.0,90.97,False
249,2021,nike,others,125.0,125.0,False
250,2021,nike,air max,150.0,91.97,False
251,2021,nike,others,65.0,65.0,False
252,2021,nike,pegasus,120.0,120.0,False
253,2021,nike,others,270.0,270.0,False
254,2021,nike,others,130.0,130.0,False
255,2021,nike,others,100.0,100.0,False
256,2021,nike,air max,100.0,100.0,False
257,2021,nike,others,70.0,70.0,False
258,2021,nike,air max,95.0,84.97,True
259,2021,nike,others,110.0,110.0,False
260,2021,nike,others,25.0,25.0,False
261,2021,nike,air max,160.0,160.0,False
262,2021,nike,others,110.0,110.0,False
263,2021,nike,others,85.0,85.0,False
264,2021,nike,others,140.0,140.0,False
265,2021,nike,others,225.0,225.0,False
266,2021,nike,court tennis,160.0,160.0,False
267,2021,nike,air max,160.0,98.97,False
268,2021,nike,others,140.0,140.0,False
269,2021,nike,others,120.0,120.0,False
270,2021,nike,others,130.0,130.0,False
271,2021,nike,sb skate,105.0,105.0,False
272,2021,nike,others,120.0,120.0,False
273,2021,nike,others,55.0,55.0,False
274,2021,nike,sb skate,70.0,70.0,False
275,2021,nike,others,130.0,130.0,False
276,2021,nike,others,230.0,230.0,False
277,2021,nike,air max,120.0,84.97,False
278,2021,nike,others,60.0,60.0,False
279,2021,nike,air max,100.0,100.0,False
280,2021,nike,others,90.0,90.0,False
281,2021,nike,others,65.0,65.0,False
282,2021,nike,others,80.0,80.0,False
283,2021,nike,others,70.0,70.0,False
284,2021,nike,others,130.0,130.0,False
285,2021,nike,others,45.0,45.0,False
286,2021,nike,air max,170.0,114.97,True
287,2021,nike,others,75.0,75.0,False
288,2021,nike,others,160.0,135.97,True
289,2021,nike,others,90.0,90.0,False
290,2021,nike,court tennis,75.0,75.0,False
291,2021,nike,others,30.0,30.0,False
292,2021,nike,others,65.0,65.0,False
293,2021,nike,others,140.0,119.97,True
294,2021,nike,others,90.0,71.97,True
295,2021,nike,others,265.0,265.0,False
296,2021,nike,others,90.0,90.0,False
297,2021,nike,others,150.0,150.0,False
298,2021,nike,others,105.0,105.0,False
299,2021,nike,others,65.0,41.97,True
300,2021,nike,others,55.0,55.0,False
301,2021,nike,air max,130.0,130.0,False
302,2021,nike,others,150.0,150.0,False
303,2021,nike,others,130.0,130.0,False
304,2021,nike,others,80.0,80.0,False
305,2021,nike,others,125.0,89.97,False
306,2021,nike,others,65.0,65.0,False
307,2021,nike,others,75.0,75.0,False
308,2021,nike,others,125.0,112.97,True
309,2021,nike,others,90.0,90.0,False
310,2021,nike,air max,80.0,80.0,False
311,2021,nike,others,85.0,85.0,False
312,2021,nike,sb skate,100.0,100.0,False
313,2021,nike,air max,90.0,90.0,False
314,2021,nike,others,40.0,26.97,True
315,2021,nike,others,85.0,69.97,True
316,2021,nike,others,80.0,80.0,False
317,2021,nike,others,55.0,55.0,False
318,2021,nike,others,65.0,50.97,True
319,2021,nike,others,80.0,80.0,False
320,2021,nike,others,120.0,120.0,False
321,2021,nike,court tennis,45.0,45.0,False
322,2021,nike,others,75.0,75.0,False
323,2021,nike,others,110.0,110.0,False
324,2021,nike,others,200.0,200.0,False
325,2021,nike,others,70.0,70.0,False
326,2021,nike,others,80.0,63.97,True
327,2021,nike,others,70.0,70.0,False
328,2021,nike,others,100.0,100.0,False
329,2021,nike,air max,130.0,93.97,False
330,2021,nike,others,55.0,55.0,False
331,2021,nike,others,120.0,120.0,False
332,2021,nike,others,130.0,130.0,False
333,2021,nike,others,120.0,120.0,False
334,2021,nike,others,130.0,130.0,False
335,2021,nike,others,165.0,111.97,True
336,2021,nike,others,120.0,120.0,False
337,2021,nike,others,180.0,180.0,False
338,2021,nike,court tennis,55.0,55.0,False
339,2021,nike,others,30.0,30.0,False
340,2021,nike,others,200.0,200.0,False
341,2021,nike,others,75.0,75.0,False
342,2021,nike,air max,120.0,120.0,False
343,2021,nike,others,120.0,120.0,False
344,2021,nike,others,100.0,100.0,False
345,2021,nike,others,55.0,55.0,False
346,2021,nike,others,100.0,79.97,False
347,2021,nike,others,100.0,100.0,False
348,2021,nike,others,125.0,125.0,False
349,2021,nike,others,220.0,220.0,False
350,2021,nike,air max,160.0,160.0,False
351,2021,nike,others,130.0,130.0,False
352,2021,nike,others,65.0,65.0,False
353,2021,nike,racing,100.0,60.97,False
354,2021,nike,others,180.0,180.0,False
355,2021,nike,others,90.0,90.0,False
356,2021,nike,air max,140.0,140.0,False
357,2021,nike,others,65.0,48.97,True
358,2021,nike,air max,120.0,120.0,False
359,2021,nike,others,150.0,150.0,False
360,2021,nike,others,150.0,150.0,False
361,2021,nike,others,130.0,130.0,False
362,2021,nike,sb skate,80.0,80.0,False
363,2021,nike,others,130.0,130.0,False
364,2021,nike,others,75.0,75.0,False
365,2021,nike,others,100.0,100.0,False
366,2021,nike,others,160.0,160.0,False
367,2021,nike,others,110.0,110.0,False
368,2021,nike,others,75.0,75.0,False
369,2021,nike,others,115.0,115.0,False
370,2021,nike,others,120.0,120.0,False
371,2021,nike,others,70.0,70.0,False
372,2021,nike,others,110.0,110.0,False
373,2021,nike,others,150.0,150.0,False
374,2021,nike,others,130.0,130.0,False
375,2021,nike,others,150.0,150.0,False
376,2021,nike,court tennis,45.0,45.0,False
377,2021,nike,others,85.0,56.97,True
378,2021,nike,others,70.0,39.97,True
379,2021,nike,air max,180.0,180.0,False
380,2021,nike,court tennis,65.0,65.0,False
381,2021,nike,others,120.0,120.0,False
382,2021,nike,others,80.0,80.0,False
383,2021,nike,others,130.0,130.0,False
